T,dphi
0.001,2.0587857084509916e-17
0.0012992992992992994,3.166546617409739e-14
0.0015985985985985985,4.592597847376486e-14
0.001897897897897898,6.178835691987407e-14
0.002197197197197197,7.87080739017815e-14
0.0024964964964964967,9.609845726103653e-14
0.002795795795795796,1.1332723073089216e-13
0.003095095095095095,1.2971402695492764e-13
0.0033943943943943945,1.4452911982283355e-13
0.0036936936936936937,1.5699308242791982e-13
0.003992992992992993,1.6627853711659405e-13
0.0042922922922922924,1.714993907054536e-13
0.004591591591591592,1.717286904652092e-13
0.004890890890890891,1.6597607499189846e-13
0.00519019019019019,1.5319362191059527e-13
0.00548948948948949,1.3226942831858185e-13
0.005788788788788789,1.0202300938474181e-13
0.006088088088088088,6.120085555587275e-14
0.006387387387387387,8.47221772074067e-15
0.0066866866866866865,5.75740931980321e-14
0.006985985985985986,1.3843223929599564e-13
0.007285285285285286,2.356808384180466e-13
0.007584584584584585,3.5098351811797585e-13
0.007883883883883884,4.860885723983663e-13
0.008183183183183184,6.428274876615068e-13
0.008482482482482482,8.231124988075807e-13
0.008781781781781782,1.0289340616883517e-12
0.00908108108108108,1.2623565950725375e-12
0.00938038038038038,1.5255151022549002e-12
0.009679679679679679,1.820609987638125e-12
0.009978978978978979,2.149902598798419e-12
0.010278278278278279,2.515709998174645e-12
0.010577577577577577,2.920400655482267e-12
0.010876876876876877,3.3663891901798476e-12
0.011176176176176176,3.856132284958593e-12
0.011475475475475476,4.392124370533005e-12
0.011774774774774776,4.976894101983817e-12
0.012074074074074074,5.6130011383387335e-12
0.012373373373373374,6.303034191855548e-12
0.012672672672672672,7.049608181991442e-12
0.012971971971971972,7.855364348058368e-12
0.01327127127127127,8.722969341203729e-12
0.01357057057057057,9.655115529342239e-12
0.01386986986986987,1.0654522627694346e-11
0.014169169169169169,1.172393915991807e-11
0.014468468468468469,1.2866146246887371e-11
0.014767767767767767,1.4083959526915843e-11
0.015067067067067067,1.538023520187789e-11
0.015366366366366367,1.675787357526535e-11
0.015665665665665667,1.8219825289738116e-11
0.015964964964964964,1.976909807458859e-11
0.016264264264264264,2.1408762620762217e-11
0.016563563563563564,2.3141961129113974e-11
0.016862862862862864,2.497191627709916e-11
0.017162162162162164,2.6901935640285374e-11
0.01746146146146146,2.8935428184084008e-11
0.01776076076076076,3.1075907745055646e-11
0.01806006006006006,3.3327006273423175e-11
0.01835935935935936,3.5692485332391066e-11
0.018658658658658657,3.817624557644406e-11
0.018957957957957957,4.0782341308455406e-11
0.019257257257257257,4.3514990520415395e-11
0.019556556556556557,4.637859056015278e-11
0.019855855855855857,4.937773149751466e-11
0.020155155155155154,5.251720966672926e-11
0.020454454454454454,5.5802044886585746e-11
0.020753753753753754,5.923749694369536e-11
0.021053053053053054,6.282907996155835e-11
0.021352352352352354,6.658258367464348e-11
0.02165165165165165,7.05040915752219e-11
0.02195095095095095,7.4599999524375e-11
0.02225025025025025,7.887704170508403e-11
0.02254954954954955,8.33423098092203e-11
0.02284884884884885,8.800327850274378e-11
0.023148148148148147,9.286783091800666e-11
0.023447447447447447,9.794429162027565e-11
0.023746746746746747,1.0324144789875217e-10
0.024046046046046047,1.0876859135927814e-10
0.024345345345345347,1.1453554604244176e-10
0.024644644644644643,1.2055270654683634e-10
0.024943943943943944,1.268310829997336e-10
0.025243243243243244,1.3338234066095607e-10
0.025542542542542544,1.4021884816648573e-10
0.025841841841841844,1.4735372904500776e-10
0.02614114114114114,1.5480091399000789e-10
0.02644044044044044,1.6257520966256453e-10
0.02673973973973974,1.706923564759365e-10
0.02703903903903904,1.7916910544178016e-10
0.027338338338338337,2.9796586205332876e-15
0.027637637637637637,3.2057554310779834e-15
0.027936936936936937,3.513350363675699e-15
0.028236236236236237,3.8508557237068586e-15
0.028535535535535537,4.221388592417358e-15
0.028834834834834833,4.628533613239977e-15
0.029134134134134133,5.07620746652282e-15
0.029433433433433433,5.5688079473280305e-15
0.029732732732732733,6.111342714439777e-15
0.030032032032032033,6.7094563954185615e-15
0.03033133133133133,7.369410257810488e-15
0.03063063063063063,8.098332930899649e-15
0.03092992992992993,8.904308497134639e-15
0.03122922922922923,9.796545898718007e-15
0.03152852852852853,1.0785439923978457e-14
0.03182782782782783,1.1882821929123238e-14
0.03212712712712713,1.3102257993835575e-14
0.03242642642642642,1.4459245432918433e-14
0.03272572572572573,1.5971551609473417e-14
0.03302502502502502,1.765957985313399e-14
0.03332432432432433,1.954690478488813e-14
0.03362362362362362,2.1660780536846697e-14
0.03392292292292292,2.4032730287174703e-14
0.03422222222222222,2.6699555923364454e-14
0.03452152152152152,2.970406987870197e-14
0.03482082082082082,3.309640972740113e-14
0.03512012012012012,3.693562383028093e-14
0.035419419419419416,4.129114856022548e-14
0.03571871871871872,4.624534262476221e-14
0.036018018018018017,5.1895973954795005e-14
0.03631731731731732,5.836008217484367e-14
0.03661661661661662,6.577778686317481e-14
0.03691591591591591,7.431823711122332e-14
0.03721521521521522,8.418644199727904e-14
0.03751451451451451,9.563229656957273e-14
0.03781381381381382,1.0896226412468457e-13
0.03811311311311311,1.2455467701070339e-13
0.03841241241241241,1.428796994997275e-13
0.03871171171171171,1.6452597205625363e-13
0.03901101101101101,1.9023666105941195e-13
0.03931031031031031,2.209576244844788e-13
0.03960960960960961,2.5790419875670184e-13
0.039908908908908906,3.026543723754979e-13
0.04020820820820821,3.572787410973527e-13
0.040507507507507506,4.2452873898549126e-13
0.04080680680680681,5.08108081976287e-13
0.041106106106106106,6.130777173906851e-13
0.0414054054054054,7.464662704148931e-13
0.041704704704704706,9.182152380018266e-13
0.042004004004004,1.1426781287675325e-12
0.042303303303303307,1.4410663282246258e-12
0.0426026026026026,1.8455698395317827e-12
0.0429019019019019,2.4065597198407243e-12
0.0432012012012012,3.2057254122303327e-12
0.0435005005005005,4.3812609790139234e-12
0.0437997997997998,6.179107234021396e-12
0.0440990990990991,9.06496877344995e-12
0.044398398398398396,1.3991975750227668e-11
0.0446976976976977,2.3117066569908022e-11
0.044996996996996996,4.202930432612058e-11
0.04529629629629629,8.8306871906009e-11
0.045595595595595596,2.3690978161444026e-10
0.04589489489489489,2.254887384667628e-12
0.046194194194194196,1.7049928808366257e-7
0.04649349349349349,1.2960643335429645e-6
0.04679279279279279,2.435989526105301e-6
0.04709209209209209,3.590230078391409e-6
0.04739139139139139,4.758740066156765e-6
0.04769069069069069,5.941474069988943e-6
0.04798998998998999,7.138389409034598e-6
0.048289289289289286,8.34944934978771e-6
0.04858858858858859,9.574596578896594e-6
0.048887887887887886,1.0813800038014034e-5
0.04918718718718719,1.2067005070827321e-5
0.049486486486486486,1.3334172440427515e-5
0.04978578578578578,1.4615278012768102e-5
0.050085085085085086,1.5910259389290105e-5
0.05038438438438438,1.7219072587051562e-5
0.050683683683683686,1.8541682040714824e-5
0.05098298298298298,1.9878045969065524e-5
0.05128228228228228,2.122810866655902e-5
0.05158158158158158,2.25918609282069e-5
0.05188088088088088,2.3969231964146608e-5
0.05218018018018018,2.5360175239317917e-5
0.05247947947947948,2.6764661948220497e-5
0.052778778778778776,2.8182645109076857e-5
0.05307807807807808,2.9614089031608168e-5
0.053377377377377376,3.105894672738633e-5
0.05367667667667668,3.2517151545462106e-5
0.053975975975975976,3.3988704084140424e-5
0.05427527527527527,3.5473520610898905e-5
0.054574574574574576,2.795015118330947e-10
0.05487387387387387,1.2343803274450157e-10
0.055173173173173176,1.256856371908109e-10
0.05547247247247247,1.2821576276817598e-10
0.05577177177177177,1.3075126013362484e-10
0.05607107107107107,1.3329490901889743e-10
0.05637037037037037,1.3584682781887097e-10
0.05666966966966967,1.3840712359851e-10
0.05696896896896897,1.4097590331435886e-10
0.057268268268268266,1.435532246459731e-10
0.05756756756756757,1.4613917899159584e-10
0.057866866866866866,1.487338164955776e-10
0.05816616616616617,1.513371160701861e-10
0.058465465465465466,1.5394915111590843e-10
0.05876476476476476,1.5656988731774582e-10
0.059064064064064066,1.5919926710456292e-10
0.05936336336336336,1.6183734544540987e-10
0.059662662662662666,1.6446355377824212e-10
0.05996196196196196,1.671389205965164e-10
0.06026126126126126,1.6980247308055751e-10
0.06056056056056056,1.7247445312229548e-10
0.06085985985985986,1.7515464664601132e-10
0.061159159159159156,1.7784293243790217e-10
0.06145845845845846,1.8053916413067472e-10
0.061757757757757756,1.832431840813331e-10
0.06205705705705706,1.8597889770094814e-10
0.062356356356356356,1.8867392170092076e-10
0.06265565565565566,1.9140015874302696e-10
0.06295495495495496,1.9413323455296644e-10
0.06325425425425425,1.968729650332103e-10
0.06355355355355355,1.9961912488654712e-10
0.06385285285285286,2.02371370312468e-10
0.06415215215215216,2.0512942418889762e-10
0.06445145145145145,2.0789296255622688e-10
0.06475075075075075,2.106616392287021e-10
0.06505005005005005,2.1343504351054032e-10
0.06534934934934936,2.1621283593804136e-10
0.06564864864864865,2.1899457995720045e-10
0.06594794794794795,2.21779860047535e-10
0.06624724724724725,2.2456824475079046e-10
0.06654654654654654,2.2735922264880207e-10
0.06684584584584585,2.301523171262948e-10
0.06714514514514515,2.329470450627806e-10
0.06744444444444445,2.3574279670295767e-10
0.06774374374374374,2.385390749401299e-10
0.06804304304304304,2.413352370592495e-10
0.06834234234234234,2.441307017111115e-10
0.06864164164164165,2.4692484856944294e-10
0.06894094094094094,2.497169526282511e-10
0.06924024024024024,2.5250638830288247e-10
0.06953953953953954,2.552924220763572e-10
0.06983883883883883,2.5807427305206063e-10
0.07013813813813814,2.6085119291365325e-10
0.07043743743743744,2.6362238065257004e-10
0.07073673673673674,2.663870158530271e-10
0.07103603603603603,2.6914421234237873e-10
0.07133533533533533,2.7189307760539655e-10
0.07163463463463464,2.7463269077496535e-10
0.07193393393393394,2.7736207888805556e-10
0.07223323323323323,2.800802509296714e-10
0.07253253253253253,2.827861820034992e-10
0.07283183183183183,2.8547885073688245e-10
0.07313113113113114,2.881571065202655e-10
0.07343043043043043,2.908197830231614e-10
0.07372972972972973,2.934657467664088e-10
0.07402902902902903,2.96093792605083e-10
0.07432832832832832,2.987026262186304e-10
0.07462762762762763,3.012909926972465e-10
0.07492692692692693,3.038575085989592e-10
0.07522622622622623,3.064008508718574e-10
0.07552552552552552,3.089194774551912e-10
0.07582482482482482,3.114120249647287e-10
0.07612412412412413,3.13876956869151e-10
0.07642342342342343,3.163126542377742e-10
0.07672272272272272,3.1871750258514325e-10
0.07702202202202202,3.2108991301297435e-10
0.07732132132132132,3.2342806048375056e-10
0.07762062062062063,3.2573021049083634e-10
0.07791991991991992,3.2799458515950924e-10
0.07821921921921922,3.3021922197541687e-10
0.07851851851851852,3.324021687241274e-10
0.07881781781781781,3.345414737333102e-10
0.07911711711711712,3.3663509284818927e-10
0.07941641641641642,3.3868086894012217e-10
0.07971571571571572,3.406766049818266e-10
0.08001501501501501,3.4262005602428425e-10
0.08031431431431431,3.4450891705367637e-10
0.08061361361361362,3.4634074210990184e-10
0.08091291291291292,3.481131106031904e-10
0.08121221221221221,3.49823533205354e-10
0.08151151151151151,3.5146934061064394e-10
0.0818108108108108,3.5304789701515876e-10
0.08211011011011012,3.5455640409309125e-10
0.08240940940940941,3.559920031285732e-10
0.08270870870870871,3.573518238047732e-10
0.083008008008008,3.586328903119884e-10
0.0833073073073073,3.598320260462737e-10
0.08360660660660661,3.609461072043296e-10
0.08390590590590591,3.619718435578234e-10
0.0842052052052052,3.6290586735796687e-10
0.0845045045045045,3.637447936171573e-10
0.0848038038038038,3.6448497844031313e-10
0.08510310310310311,3.651227651387673e-10
0.0854024024024024,3.65654522177343e-10
0.0857017017017017,3.6607626272781163e-10
0.086001001001001,3.663841120684491e-10
0.0863003003003003,3.6657392648697246e-10
0.0865995995995996,3.6664150838625065e-10
0.0868988988988989,3.6658265290499814e-10
0.0871981981981982,3.6639287079569954e-10
0.0874974974974975,3.660676290090717e-10
0.08779679679679679,3.6560224455067097e-10
0.0880960960960961,3.649919957200362e-10
0.0883953953953954,3.642319168712174e-10
0.0886946946946947,3.633169900997199e-10
0.08899399399399399,3.622420033204399e-10
0.08929329329329329,3.6100167549301537e-10
0.0895925925925926,3.595904456360835e-10
0.0898918918918919,3.580028195551352e-10
0.09019119119119119,3.5623303254721933e-10
0.09049049049049049,3.542750873480188e-10
0.09078978978978978,3.521229321578473e-10
0.0910890890890891,3.497704827593734e-10
0.09138838838838839,3.472112099786942e-10
0.09168768768768769,3.4443865099507975e-10
0.09198698698698698,3.4144608711608737e-10
0.09228628628628628,3.3822657240049903e-10
0.09258558558558559,3.3477316882177255e-10
0.09288488488488489,3.310784017817106e-10
0.09318418418418419,3.2713500343947016e-10
0.09348348348348348,3.2293544314360156e-10
0.09378278278278278,3.184717874615481e-10
0.09408208208208209,3.137358711583285e-10
0.09438138138138139,3.0871998284599106e-10
0.09468068068068068,3.034151527031223e-10
0.09497997997997998,2.9781316410355807e-10
0.09527927927927927,2.9190500201465436e-10
0.09557857857857859,2.8568156531811467e-10
0.09587787787787788,2.791338733505039e-10
0.09617717717717718,2.722520368869663e-10
0.09647647647647647,2.650267665917083e-10
0.09677577577577577,2.574479284270237e-10
0.09707507507507508,2.4950519449985775e-10
0.09737437437437438,2.4118832050914335e-10
0.09767367367367367,2.3248654249571205e-10
0.09797297297297297,2.2338896401088992e-10
0.09827227227227227,2.1388447165714836e-10
0.09857157157157158,2.0396146967541218e-10
0.09887087087087088,1.9360832305848757e-10
0.09917017017017017,1.8281309658359918e-10
0.09946946946946947,1.7156346720885451e-10
0.09976876876876876,1.5984709779773287e-10
0.10006806806806806,1.4765093520659883e-10
0.10036736736736737,1.3496210420939347e-10
0.10066666666666667,1.2176708588922808e-10
0.10096596596596596,1.080520814966332e-10
0.10126526526526526,9.380350001527565e-11
0.10156456456456456,7.900685140838082e-11
0.10186386386386387,6.364752648535532e-11
0.10216316316316316,4.7710582880278185e-11
0.10246246246246246,3.1181056434764765e-11
0.10276176176176176,1.4043171139843658e-11
0.10306106106106105,3.71863022145813e-12
0.10336036036036036,2.2120771577330278e-11
0.10365965965965966,4.1179639125726863e-11
0.10395895895895896,6.091213731324041e-11
0.10425825825825825,8.13351985588795e-11
0.10455755755755755,1.024666441105937e-10
0.10485685685685686,1.243240111553634e-10
0.10515615615615616,1.469256118678819e-10
0.10545545545545545,1.7028985881996361e-10
0.10575475475475475,1.9443559349380246e-10
0.10605405405405405,2.1938235819987661e-10
0.10635335335335336,2.45149153147578e-10
0.10665265265265265,2.7175635678410026e-10
0.10695195195195195,2.9922403769165606e-10
0.10725125125125125,3.275728100229913e-10
0.10755055055055054,3.568234377675922e-10
0.10784984984984985,3.8699744147122073e-10
0.10814914914914915,4.181164253800468e-10
0.10844844844844845,4.502023760299262e-10
0.10874774774774774,4.832774456228067e-10
0.10904704704704704,5.173646389772246e-10
0.10934634634634635,5.524866291458513e-10
0.10964564564564565,5.886671668783178e-10
0.10994494494494494,6.259294571368812e-10
0.11024424424424424,6.642978393929522e-10
0.11054354354354354,7.037966205918761e-10
0.11084284284284285,7.444502995827829e-10
0.11114214214214214,7.862841521540792e-10
0.11144144144144144,8.293230045839511e-10
0.11174074074074074,8.735928317543662e-10
0.11204004004004003,9.191191698790929e-10
0.11233933933933934,9.659283032713989e-10
0.11263863863863864,1.0140465806461607e-9
0.11293793793793794,1.0635005176853896e-9
0.11323723723723723,1.1143173233099657e-9
0.11353653653653653,1.1665238937568628e-9
0.11383583583583584,1.2201475608954876e-9
0.11413513513513514,1.2752159994199735e-9
0.11443443443443443,1.3317565997466446e-9
0.11473373373373373,1.389797667141618e-9
0.11503303303303303,1.4493670148600646e-9
0.11533233233233234,1.5104929286524627e-9
0.11563163163163163,1.5732034080399165e-9
0.11593093093093093,1.637527146432921e-9
0.11623023023023023,1.7034925367011289e-9
0.11652952952952952,1.7711279151188392e-9
0.11682882882882883,1.8404618712299786e-9
0.11712812812812813,1.911522717022718e-9
0.11742742742742743,1.9843390903964003e-9
0.11772672672672672,2.0589392283124064e-9
0.11802602602602602,2.135351591294604e-9
0.11832532532532533,2.2136044056791926e-9
0.11862462462462463,2.293725263110419e-9
0.11892392392392392,2.3757422095132402e-9
0.11922322322322322,2.4596827534820176e-9
0.11952252252252252,2.545574039536022e-9
0.11982182182182183,2.6334433687533187e-9
0.12012112112112112,2.7233170306513454e-9
0.12042042042042042,2.815221486268324e-9
0.12071971971971972,2.9091823062956518e-9
0.12101901901901901,3.00522508310877e-9
0.12131831831831832,3.103374238795295e-9
0.12161761761761762,3.2036545267750266e-9
0.12191691691691692,3.306088918906755e-9
0.12221621621621621,3.4107005733152035e-9
0.12251551551551551,3.5175117148438656e-9
0.12281481481481482,3.6265423064736624e-9
0.12311411411411412,3.737817336679425e-9
0.12341341341341341,3.851352143452447e-9
0.12371271271271271,3.96716690986669e-9
0.12401201201201201,4.085279410549411e-9
0.12431131131131132,4.2057061127968864e-9
0.12461061061061061,4.328462925107593e-9
0.12490990990990991,4.4535643671170244e-9
0.12520920920920922,4.581023267105286e-9
0.1255085085085085,4.710851603337979e-9
0.12580780780780781,4.8430604600475935e-9
0.1261071071071071,4.977658351907471e-9
0.1264064064064064,5.114653293123231e-9
0.12670570570570572,5.254051017606481e-9
0.127005005005005,5.395856629997892e-9
0.1273043043043043,5.5400727419236545e-9
0.1276036036036036,5.686700354536056e-9
0.1279029029029029,5.835738147493691e-9
0.12820220220220221,5.987186547972215e-9
0.1285015015015015,6.141037923188333e-9
0.1288008008008008,6.297287684581612e-9
0.1291001001001001,6.4559267135781e-9
0.1293993993993994,6.616945334540769e-9
0.1296986986986987,6.780330576074828e-9
0.129997997997998,6.9460681108822475e-9
0.1302972972972973,7.1141405552990755e-9
0.1305965965965966,7.284529001706785e-9
0.1308958958958959,7.457212419618997e-9
0.1311951951951952,7.632166373937668e-9
0.1314944944944945,7.80936487872197e-9
0.1317937937937938,7.98880577792746e-9
0.13209309309309308,8.170378932876449e-9
0.1323923923923924,8.354129854473008e-9
0.1326916916916917,8.53999687481545e-9
0.132990990990991,8.727937518332105e-9
0.1332902902902903,8.91791507372057e-9
0.13358958958958958,9.109883777023986e-9
0.1338888888888889,9.303797439711922e-9
0.1341881881881882,9.49960735963963e-9
0.13448748748748748,9.697261333773549e-9
0.1347867867867868,9.896705707550246e-9
0.13508608608608608,5.607059955226035e-15
0.1353853853853854,5.97243608735365e-15
0.1356846846846847,6.344100592081681e-15
0.13598398398398398,6.729642884617526e-15
0.1362832832832833,7.131448209740654e-15
0.13658258258258257,7.551901812230533e-15
0.13688188188188188,7.98970264948018e-15
0.1371811811811812,8.445718083227582e-15
0.13748048048048048,8.917779709127771e-15
0.1377797797797798,9.41000749543619e-15
0.13807907907907907,9.920666718676863e-15
0.13837837837837838,1.0448673176677303e-14
0.1386776776776777,1.0995544752478992e-14
0.13897697697697697,1.1560197243909442e-14
0.13927627627627628,1.2144365374444632e-14
0.13957557557557557,1.274588073973959e-14
0.13987487487487488,1.3366478063270293e-14
0.1401741741741742,1.400615734503674e-14
0.14047347347347347,1.4664051223300945e-14
0.14077277277277278,1.5337123931979946e-14
0.14107207207207206,1.6030579641501674e-14
0.14137137137137137,1.6741816266652165e-14
0.14167067067067068,1.746996644569343e-14
0.14196996996996997,1.8212428093411503e-14
0.14226926926926928,1.897267065675834e-14
0.14256856856856856,1.9748092050519972e-14
0.14286786786786787,2.0539993317303384e-14
0.14316716716716718,2.1342736605811652e-14
0.14346646646646646,2.2163260809948682e-14
0.14376576576576577,2.299506071667956e-14
0.14406506506506506,2.383943736861127e-14
0.14436436436436437,2.4694656042267837e-14
0.14466366366366368,2.5562451461125235e-14
0.14496296296296296,2.6439787859100505e-14
0.14526226226226227,2.7325364193586665e-14
0.14556156156156155,2.8220047826321704e-14
0.14586086086086086,2.912080299122266e-14
0.14616016016016015,3.002719600742054e-14
0.14645945945945946,3.094009423665334e-14
0.14675875875875877,3.18551608702311e-14
0.14705805805805805,3.277456431249881e-14
0.14735735735735736,3.3693534073897524e-14
0.14765665665665664,3.4614238558772215e-14
0.14795595595595595,3.5534075681908917e-14
0.14825525525525526,3.645174440070065e-14
0.14855455455455455,3.7366811034278413e-14
0.14885385385385386,3.827493877395227e-14
